"agency_cd"	"site_no"	"station_nm"	"site_tp_cd"	"lat_va"	"long_va"	"dec_lat_va"	"dec_long_va"	"coord_meth_cd"	"coord_acy_cd"	"coord_datum_cd"	"dec_coord_datum_cd"	"district_cd"	"state_cd"	"county_cd"	"country_cd"	"land_net_ds"	"map_nm"	"map_scale_fc"	"alt_va"	"alt_meth_cd"	"alt_acy_va"	"alt_datum_cd"	"huc_cd"	"basin_cd"	"topo_cd"	"instruments_cd"	"construction_dt"	"inventory_dt"	"drain_area_va"	"contrib_drain_area_va"	"tz_cd"	"local_time_fg"	"reliability_cd"	"gw_file_cd"	"nat_aqfr_cd"	"aqfr_cd"	"aqfr_type_cd"	"well_depth_va"	"hole_depth_va"	"depth_src_cd"	"project_no"	"coords.x1"	"coords.x2"	"optional"
"52"	"USGS"	"03421000"	"COLLINS RIVER NEAR MCMINNVILLE, TN"	"ST"	354229.57	854354.67	35.7082839	-85.7318338	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"177"	"US"	NA	NA	NA	825.78	"U"	0.1	"NGVD29"	"05130107"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	640	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-85.7318338	35.7082839	TRUE
"53"	"USGS"	"03423000"	"FALLING WATER RIVER NEAR COOKEVILLE, TN"	"ST"	360438	853117	36.0772849	-85.5213658	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"185"	"US"	NA	NA	NA	893.49	"U"	0.1	"NGVD29"	"05130108"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	67	45.9	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-85.5213658	36.0772849	TRUE
"54"	"USGS"	"03424730"	"SMITH FORK AT TEMPERANCE HALL, TN"	"ST"	360514.11	855426.87	36.08731209	-85.9074506	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"041"	"US"	NA	NA	"  24000"	498.91	"D"	0.4	"NAVD88"	"05130108"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19910618"	214	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-85.9074506	36.08731209	TRUE
"55"	"USGS"	"03425000"	"CUMBERLAND RIVER AT CARTHAGE, TN"	"ST"	361453	855719	36.24810996	-85.95526519	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"159"	"US"	NA	NA	NA	437.53	"U"	0.1	"NGVD29"	"05130201"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	10690	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-85.95526519	36.24810996	TRUE
"56"	"USGS"	"03426800"	"EAST FORK STONES RIVER AT WOODBURY, TN"	"ST"	354940.91	860436.83	35.82809769	-86.0768871	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"015"	"US"	NA	NA	NA	676.23	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	39.1	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.0768871	35.82809769	TRUE
"57"	"USGS"	"03427500"	"EAST FORK STONES RIVER NEAR LASCASSAS, TN"	"ST"	355506	862002	35.91839756	-86.3338806	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"149"	"US"	NA	NA	NA	507.88	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	262	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.3338806	35.91839756	TRUE
"58"	"USGS"	"03428000"	"WEST FORK STONES RIVER NEAR MURFREESBORO, TN"	"ST"	354920	862503	35.8222882	-86.4174922	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"149"	"US"	NA	NA	NA	566.26	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	128	122	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.4174922	35.8222882	TRUE
"59"	"USGS"	"03428200"	"WEST FORK STONES RIVER AT MURFREESBORO, TN"	"ST"	355410	862548	35.90284234	-86.4299923	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"149"	"US"	NA	NA	NA	514.95	"M"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	177	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.4299923	35.90284234	TRUE
"60"	"USGS"	"03428500"	"WEST FORK STONES RIVER NEAR SMYRNA, TN"	"ST"	355625.3	862756.92	35.9404251	-86.4658036	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"149"	"US"	NA	NA	NA	500	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	237	194	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.4658036	35.9404251	TRUE
"61"	"USGS"	"03429000"	"STONES RIVER NEAR SMYRNA, TN"	"ST"	355959	862735	35.99978534	-86.4597148	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"149"	"US"	NA	NA	NA	459.76	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	571	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.4597148	35.99978534	TRUE
"62"	"USGS"	"03430100"	"STONES RIVER BELOW J PERCY PRIEST DAM, TENN"	"ST"	360929.52	863712.43	36.1582567	-86.6201154	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	380.08	"U"	0.1	"NGVD29"	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	892	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.6201154	36.1582567	TRUE
"63"	"USGS"	"03430147"	"STONERS CREEK NEAR HERMITAGE, TN"	"ST"	361139.8	863628.12	36.19444426	-86.6078068	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	NA	NA	NA	NA	"05130203"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	20.6	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	"454700100"	-86.6078068	36.19444426	TRUE
"64"	"USGS"	"03431000"	"MILL CREEK NEAR ANTIOCH, TN"	"ST"	360453.54	864050.65	36.08159827	-86.6807333	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	472.57	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	64	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.6807333	36.08159827	TRUE
"65"	"USGS"	"03431060"	"MILL CREEK AT THOMPSON LANE, NEAR WOODBINE, TN"	"ST"	360703.06	864308.58	36.11757476	-86.7190478	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	432.55	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	93.4	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.7190478	36.11757476	TRUE
"66"	"USGS"	"03431300"	"BROWNS CREEK AT STATE FAIRGROUNDS AT NASHVILLE, TN"	"ST"	360747.74	864539.78	36.12998547	-86.7610486	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	439.81	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	11.8	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.7610486	36.12998547	TRUE
"67"	"USGS"	"03431500"	"CUMBERLAND RIVER AT NASHVILLE, TN"	"ST"	360941.19	864621.64	36.1614984	-86.7726764	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	367.45	"U"	0.1	"NAVD88"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	12856	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.7726764	36.1614984	TRUE
"68"	"USGS"	"03431599"	"WHITES CREEK NEAR BORDEAUX, TN"	"ST"	361303.23	864912.83	36.217619	-86.8202297	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	402.87	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	51.3	51.3	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.8202297	36.217619	TRUE
"69"	"USGS"	"03431600"	"WHITES CREEK AT TUCKER ROAD NEAR BORDEAUX, TN"	"ST"	361244.45	864929.11	36.2124025	-86.824752	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	401.64	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	51.6	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.824752	36.2124025	TRUE
"70"	"USGS"	"03431700"	"RICHLAND CREEK AT CHARLOTTE AVE, AT NASHVILLE, TN"	"ST"	360904.2	865115.38	36.15122398	-86.8542723	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	409.56	"U"	0.1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	24.3	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.8542723	36.15122398	TRUE
"71"	"USGS"	"03431800"	"SYCAMORE CREEK NEAR ASHLAND CITY, TN"	"ST"	361911.89	870304.29	36.3200218	-87.0511943	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"021"	"US"	NA	NA	NA	400	"U"	1	"NGVD29"	"05130202"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	97.2	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.0511943	36.3200218	TRUE
"72"	"USGS"	"03432350"	"HARPETH RIVER AT FRANKLIN, TN"	"ST"	355514.71	865155.79	35.9208165	-86.8654982	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"187"	"US"	NA	NA	NA	604.42	"M"	1	"NGVD29"	"05130204"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	192	176	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.8654982	35.9208165	TRUE
"73"	"USGS"	"03432400"	"HARPETH RIVER BELOW FRANKLIN, TN"	"ST"	355653.17	865254.27	35.948166	-86.881743	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"187"	"US"	NA	NA	NA	NA	NA	NA	NA	"05130204"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	210	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.881743	35.948166	TRUE
"74"	"USGS"	"03433500"	"HARPETH RIVER AT BELLEVUE, TN"	"ST"	360316.21	865542.63	36.0545633	-86.9285102	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"037"	"US"	NA	NA	NA	541.04	"M"	1	"NGVD29"	"05130204"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	409	393	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.9285102	36.0545633	TRUE
"75"	"USGS"	"03434500"	"HARPETH RIVER NEAR KINGSTON SPRINGS, TN"	"ST"	360719	870556	36.1220032	-87.09889379	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"021"	"US"	NA	NA	NA	447.04	"M"	0.1	"NGVD29"	"05130204"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	683	667	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.09889379	36.1220032	TRUE
"76"	"USGS"	"03435140"	"WHIPPOORWILL CREEK NEAR CLAYMOUR, KY"	"ST"	365229	870520	36.874765	-87.0888879	"M"	"U"	"NAD27"	"NAD83"	"21"	"21"	"219"	"US"	NA	NA	NA	NA	NA	NA	NA	"05130206"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	20.8	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.0888879	36.874765	TRUE
"77"	"USGS"	"03435500"	"RED RIVER NEAR ADAMS, TN"	"ST"	363519	870521	36.58865576	-87.089168	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"147"	"US"	NA	NA	NA	398.34	"U"	0.1	"NGVD29"	"05130206"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	706	309	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.089168	36.58865576	TRUE
"78"	"USGS"	"03435770"	"SULPHUR FORK RED RIVER ABOVE SPRINGFIELD, TN"	"ST"	363047	865144	36.5131006	-86.8622203	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"147"	"US"	NA	NA	NA	538.17	"U"	0.1	"NGVD29"	"05130206"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	65.6	56.6	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-86.8622203	36.5131006	TRUE
"79"	"USGS"	"03436000"	"SULPHUR FORK RED RIVER NEAR ADAMS, TN"	"ST"	363055	870332	36.5153237	-87.0588903	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"147"	"US"	NA	NA	NA	424.36	"U"	0.1	"NGVD29"	"05130206"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	186	165	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.0588903	36.5153237	TRUE
"80"	"USGS"	"03436100"	"RED RIVER AT PORT ROYAL, TN"	"ST"	363317	870831	36.5547222	-87.1419444	"N"	"S"	"NAD83"	"NAD83"	"47"	"47"	"125"	"US"	NA	NA	NA	376.25	"M"	1	"NGVD29"	"05130206"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	926	496	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.1419444	36.5547222	TRUE
"81"	"USGS"	"03436690"	"YELLOW CREEK AT ELLIS MILLS, TN"	"ST"	361838.14	873314.14	36.31064906	-87.55394199	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"083"	"US"	NA	NA	NA	NA	NA	NA	NA	"05130205"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	103	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.55394199	36.31064906	TRUE
"82"	"USGS"	"03436700"	"YELLOW CREEK NEAR SHILOH, TN"	"ST"	362055	873220	36.3486647	-87.5389024	"M"	"S"	"NAD27"	"NAD83"	"47"	"47"	"125"	"US"	NA	NA	NA	390.13	"U"	10	"NGVD29"	"05130205"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	124	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.5389024	36.3486647	TRUE
"83"	"USGS"	"03437500"	"SOUTH FORK LITTLE RIVER AT HOPKINSVILLE, KY"	"ST"	365022	872853	36.8394899	-87.481397	"G"	"S"	"NAD27"	"NAD83"	"21"	"21"	"047"	"US"	NA	NA	NA	499.71	"L"	0.01	"NGVD29"	"05130205"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	46.5	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.481397	36.8394899	TRUE
"84"	"USGS"	"03438000"	"LITTLE RIVER NEAR CADIZ, KY"	"ST"	364640	874318	36.77782614	-87.721682	"M"	"F"	"NAD27"	"NAD83"	"21"	"21"	"221"	"US"	NA	NA	NA	391.45	"M"	1	"NGVD29"	"05130205"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	244	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.721682	36.77782614	TRUE
"85"	"USGS"	"03438070"	"MUDDY FORK LITTLE RIVER NEAR CERULEAN, KY"	"ST"	365840	874236	36.97782518	-87.7100102	"M"	"U"	"NAD27"	"NAD83"	"21"	"21"	"221"	"US"	NA	NA	NA	NA	NA	NA	NA	"05130205"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	30.5	NA	"CST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-87.7100102	36.97782518	TRUE
"86"	"USGS"	"03439500"	"FRENCH BROAD AT CALVERT, NC"	"ST"	350855	824759	35.14872275	-82.7995753	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"175"	"US"	NA	NA	NA	2154.63	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	103	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7995753	35.14872275	TRUE
"87"	"USGS"	"03440000"	"CATHEYS CREEK NEAR BREVARD, NC"	"ST"	351240	824700	35.21122316	-82.7831834	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"175"	"US"	NA	"ROSMAN, NC"	NA	2230	"M"	1	"NGVD29"	"06010105"	"12"	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19861103"	11.7	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7831834	35.21122316	TRUE
"88"	"USGS"	"03441000"	"DAVIDSON RIVER NEAR BREVARD, NC"	"ST"	351623	824221	35.27305556	-82.7058333	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"175"	"US"	NA	"PISGAH FOREST, NC"	NA	2115.13	"L"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	40.4	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7058333	35.27305556	TRUE
"89"	"USGS"	"03441440"	"LITTLE RIVER AB HIGH FALLS NEAR CEDAR MT, NC"	"ST"	351132	823649	35.19233856	-82.613457	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"175"	"US"	NA	NA	NA	2513.27	"L"	0.01	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	26.8	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.613457	35.19233856	TRUE
"90"	"USGS"	"03442000"	"CRAB CREEK NEAR PENROSE, NC"	"ST"	351402	823639	35.2340049	-82.61067829	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"175"	"US"	NA	NA	NA	2107.43	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	10.9	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.61067829	35.2340049	TRUE
"91"	"USGS"	"03443000"	"FRENCH BROAD RIVER AT BLANTYRE, NC"	"ST"	351757	823726	35.29916667	-82.62388889	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"175"	"US"	NA	"HORSE SHOE, NC"	NA	2060.32	"L"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	296	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.62388889	35.29916667	TRUE
"92"	"USGS"	"03444000"	"BOYLSTON CREEK NEAR HORSESHOE, NC"	"ST"	352210	823350	35.3695594	-82.5637333	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"089"	"US"	NA	NA	NA	2066.26	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	14.8	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.5637333	35.3695594	TRUE
"93"	"USGS"	"03444500"	"SOUTH FORK MILLS RIVER AT THE PINK BEDS, NC"	"ST"	352158	824422	35.36622218	-82.7392938	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"175"	"US"	NA	NA	NA	3138.38	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	9.99	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7392938	35.36622218	TRUE
"94"	"USGS"	"03446000"	"MILLS RIVER NEAR MILLS RIVER, NC"	"ST"	352353	823542	35.39805556	-82.595	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"089"	"US"	NA	"SKYLAND, NC"	NA	2088.47	"L"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	66.7	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.595	35.39805556	TRUE
"95"	"USGS"	"03446500"	"CLEAR CREEK NEAR HENDERSONVILLE, NC"	"ST"	352114	822640	35.35400547	-82.44428569	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"089"	"US"	NA	NA	NA	2071.98	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	42.2	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.44428569	35.35400547	TRUE
"96"	"USGS"	"03447000"	"MUD CREEK AT NAPLES, NC"	"ST"	352314	823014	35.3873383	-82.5037316	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"089"	"US"	NA	NA	NA	2047.48	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	109	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.5037316	35.3873383	TRUE
"97"	"USGS"	"03447500"	"CANE CREEK AT FLETCHER, NC"	"ST"	352608	822923	35.4356712	-82.48956459	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"089"	"US"	NA	NA	NA	2072.22	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	63.1	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.48956459	35.4356712	TRUE
"98"	"USGS"	"03448500"	"HOMINY CREEK AT CANDLER, NC"	"ST"	353228	824035	35.54122058	-82.6762397	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"021"	"US"	NA	NA	NA	2065.83	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	79.8	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.6762397	35.54122058	TRUE
"99"	"USGS"	"03449000"	"N FORK SWANNANOA R NR BLACK MOUNTAIN, NC"	"ST"	353911	822104	35.65317168	-82.3509545	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"021"	"US"	NA	NA	NA	2428.03	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	23.8	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.3509545	35.65317168	TRUE
"100"	"USGS"	"03450000"	"BEETREE CREEK NEAR SWANNANOA, NC"	"ST"	353911	822419	35.65305556	-82.4052778	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"021"	"US"	NA	"CRAGGY PINNACLE, NC"	NA	2726.39	"R"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	5.46	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.4052778	35.65305556	TRUE
"101"	"USGS"	"03451000"	"SWANNANOA RIVER AT BILTMORE, NC"	"ST"	353406	823241	35.5683333	-82.5447222	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"021"	"US"	NA	"ASHEVILLE, NC"	NA	1976.58	"L"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	130	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.5447222	35.5683333	TRUE
"102"	"USGS"	"03453000"	"IVY RIVER NEAR MARSHALL, NC"	"ST"	354611	823715	35.7697222	-82.6208333	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"115"	"US"	NA	"MARS HILL, NC"	NA	1700.41	"L"	0.01	"NGVD29"	"06010105"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	158	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.6208333	35.7697222	TRUE
"103"	"USGS"	"03454000"	"BIG LAUREL CREEK NEAR STACKHOUSE, NC"	"ST"	355511	824542	35.91982636	-82.7615303	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"115"	"US"	NA	NA	NA	1595.68	"M"	1	"NGVD29"	"06010105"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	126	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7615303	35.91982636	TRUE
"104"	"USGS"	"03455000"	"FRENCH BROAD RIVER NEAR NEWPORT, TN"	"ST"	355853.45	830940.35	35.9816112	-83.1610877	"M"	"S"	"NAD27"	"NAD83"	"47"	"47"	"029"	"US"	NA	NA	NA	1011.61	"L"	0.01	"NGVD29"	"06010105"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	1858	1858	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.1610877	35.9816112	TRUE
